Data;Servico;Midia;Tipo;competencia;Agencia;NF;Subcontratado;NF; Bruto PI ; Bruto PUP ; Comisao/B. Calculo ; IR ; ISS ; Liquido ;PP;Data Pagt;RPP;RPNP;local;Data;Relatorio;Campanha;situacao;
26/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1798;de Bras°lia;104758;1.655,28;;261,36;3,92;13,07;1.638,29;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1797;de Bras°lia;104757;1.241,46;;196,02;2,94;9,8;1.228,72;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1799;de Bras°lia;104759;1.379,40;;217,8;3,27;10,89;1.365,24;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1801;de Bras°lia;104680;3.034,68;;479,16;7,19;23,96;3.003,53;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1803;de Bras°lia;104681;2.482,92;;392,04;5,88;19,6;2.457,44;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1804;de Bras°lia;104679;8.460,32;;1.335,84;20,04;66,79;8.373,49;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1805;de Bras°lia;104678;1.103,52;;174,24;2,61;8,71;1.092,19;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1806;de Bras°lia;104787;2.896,74;;457,38;6,86;22,87;2.867,01;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1808;Correio Braziliense;96112;1.399,46;;220,96;3,31;11,05;1.385,10;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1809;de Bras°lia;104834;2.344,98;;370,26;5,55;18,51;2.320,91;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1810;de Bras°lia;104760;1.517,34;;239,58;3,59;11,98;1.501,77;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1811;de Bras°lia;104835;1.241,46;;196,02;2,94;9,8;1.228,72;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1812;Correio Braziliense;96111;1.399,46;;220,96;3,31;11,05;1.385,10;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1813;de Bras°lia;104836;1.241,46;;196,02;2,94;9,8;1.228,72;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1815;Correio Braziliense;96055;1.710,46;;270,08;4,05;13,5;1.692,90;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1817;de Bras°lia;104788;1.103,52;;174,24;2,61;8,71;1.092,19;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1818;Correio Braziliense;96206;6.997,32;;1.104,84;16,57;55,24;6.925,51;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1820;Correio Braziliense;96113;1.554,96;;245,52;3,68;12,28;1.539,00;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1829;de Bras°lia;104833;2.482,92;;392,04;5,88;19,6;2.457,44;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1830;de Bras°lia;104832;2.069,10;;326,7;4,9;16,34;2.047,86;24;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1511;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1814;de Bras°lia;104903;1.655,28;;261,36;3,92;13,07;1.638,29;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1816;de Bras°lia;105016;1.793,22;;283,14;4,25;14,16;1.774,82;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1819;de Bras°lia;105018;2.758,80;;435,6;6,53;21,78;2.730,49;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1821;Correio Braziliense;96229;3.265,42;;515,6;7,73;25,78;3.231,91;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1822;Valor Econìmico;58;8.577,36;;1.354,32;20,31;67,72;8.489,33;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1823;de Bras°lia;105017;1.241,46;;196,02;2,94;9,8;1.228,72;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1824;Correio Braziliense;96251;2.798,93;;441,94;6,63;22,1;2.770,20;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1825;de Bras°lia;104970;2.896,74;;457,38;6,86;22,87;2.867,01;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1826;Correio Braziliense;96207;1.554,96;;245,52;3,68;12,28;1.539,00;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1827;Correio Braziliense;96208;1.399,46;;220,96;3,31;11,05;1.385,10;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1828;de Bras°lia;104871;2.207,04;;348,48;5,23;17,42;2.184,39;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1831;de Bras°lia;104969;1.103,52;;174,24;2,61;8,71;1.092,19;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1832;de Bras°lia;104870;1.379,40;;217,8;3,27;10,89;1.365,24;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1833;Correio Braziliense;96275;3.939,23;;621,98;9,33;31,1;3.898,80;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1834;de Bras°lia;104971;2.207,04;;348,48;5,23;17,42;2.184,39;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1836;de Bras°lia;104936;1.517,34;;239,58;3,59;11,98;1.501,77;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1837;de Bras°lia;104935;827,64;;130,68;1,96;6,53;819,15;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1838;de Bras°lia;104904;827,64;;130,68;1,96;6,53;819,15;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1839;de Bras°lia;104905;2.207,04;;348,48;5,23;17,42;2.184,39;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1840;de Bras°lia;104902;1.379,40;;217,8;3,27;10,89;1.365,24;25;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1512;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;nov/17;Desigual;1802;DCI;84445;2.146,01;;338,84;5,08;16,94;2.123,99;26;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1513;Publicidade Legal;pago;
22/12/2017;veiculacao;Jornal;normal;dez/17;Desigual;1800;Correio Braziliense;96054;4.561,22;;720,2;10,8;36,01;4.514,41;27;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1514;Publicidade Legal;pago;
26/12/2017;veiculacao;TV;normal;ago/17;Binder;1576;Gànesis;1151;;23.816,88;3.760,56;56,41;188,03;23.572,44;28;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1515;Dicas Economia agua - Agosto;pago;
27/12/2017;veiculacao;Internet;normal;jul/17;Desigual;1780;Fitmedia / Facebook;1835;;19.764,75;3.120,75;46,81;156,04;19.561,90;29;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1516;Prevencao Queimadas Julho;pago;
27/12/2017;veiculacao;Internet;normal;abr/17;Desigual;3209;Fitmedia / Facebook;1331;;7.481,25;1.181,25;17,72;59,06;7.404,47;30;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1517;IPVA ABRIL;pago;
27/12/2017;veiculacao;Radio;normal;mai/17;Desigual;1796;CBN Fm;14044;6.027,05;;951,64;14,27;47,58;5.965,19;31;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1518;Programas de Radio Maio;pago;
27/12/2017;veiculacao;Radio;normal;mai/17;Desigual;3107;Nacional Fm;1995;2.740,96;;432,78;6,49;21,64;2.712,83;32;21/02/2018; sim ; nao ; coorfin ;28/12/2017;1519;Programas de Radio Abril;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1864;Correio Braziliense;96570;4.830,41;;762,7;11,44;38,14;4.780,83;51;21/02/2018; nao ; sim ; coorfin ;19/01/2018;1;Publicidade Legal;pago;
10/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1859;Correio Braziliense;96569;10.734,24;;1.694,88;25,42;84,74;10.624,07;51;21/02/2018; nao ; sim ; coorfin ;19/01/2018;1;Publicidade Legal;pago;
10/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1843;de Bras°lia;105019;965,58;;152,46;2,29;7,62;955,67;51;21/02/2018; nao ; sim ; coorfin ;19/01/2018;1;Publicidade Legal;pago;
11/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1835;de Bras°lia;104937;3.494,48;;551,76;8,28;27,59;3.458,62;51;21/02/2018; nao ; sim ; coorfin ;19/01/2018;1;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1861;Correio Braziliense;96139;4.768,54;;752,92;11,29;37,65;4.719,60;39;21/02/2018; nao ; sim ; coorfin ;19/01/2018;2;Publicidade Legal;pago;
11/01/2018;veiculacao;Jornal;normal;nov/17;Desigual;1807;DCI;84487;3.901,84;;616,08;9,24;30,8;3.861,79;40;21/02/2018; nao ; sim ; coorfin ;19/01/2018;3;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1841;de Bras°lia;105085;1.103,52;;174,24;2,61;8,71;1.092,19;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1842;de Bras°lia;105045;827,64;;130,68;1,96;6,53;819,15;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1844;Correio Braziliense;96457;3.265,42;;515,6;7,73;25,78;3.231,91;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1845;de Bras°lia;105087;1.241,46;;196,02;2,94;9,8;1.228,72;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1846;de Bras°lia;105046;827,64;;130,68;1,96;6,53;819,15;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1847;de Bras°lia;105047;1.517,34;;239,58;3,59;11,98;1.501,77;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1848;de Bras°lia;105118;2.896,74;;457,38;6,86;22,87;2.867,01;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1849;de Bras°lia;105086;1.379,40;;217,8;3,27;10,89;1.365,24;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1850;de Bras°lia;105122;1.103,52;;174,24;2,61;8,71;1.092,19;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1851;de Bras°lia;105123;827,64;;130,68;1,96;6,53;819,15;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1852;de Bras°lia;105121;1.103,52;;174,24;2,61;8,71;1.092,19;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1853;Correio Braziliense;96519;2.487,94;;392,84;5,89;19,64;2.462,41;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1854;de Bras°lia;105153;965,58;;152,46;2,29;7,62;955,67;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1855;de Bras°lia;105152;827,64;;130,68;1,96;6,53;819,15;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1856;de Bras°lia;105119;2.482,92;;392,04;5,88;19,6;2.457,44;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1857;de Bras°lia;105195;4.046,24;;638,88;9,58;31,94;4.004,71;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1858;de Bras°lia;105191;1.517,34;;239,58;3,59;11,98;1.501,77;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1860;de Bras°lia;105192;1.379,40;;217,8;3,27;10,89;1.365,24;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1862;de Bras°lia;105194;4.138,20;;653,4;9,8;32,67;4.095,73;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
08/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1863;de Bras°lia;105193;1.379,40;;217,8;3,27;10,89;1.365,24;41;21/02/2018; nao ; sim ; coorfin ;19/01/2018;4;Publicidade Legal;pago;
09/01/2018;veiculacao;TV;normal;nov/17;Desigual;1795;Cancao Nova;656;6.980,22;;1.102,14;16,53;55,11;6.908,58;42;21/02/2018; nao ; sim ; coorfin ;19/01/2018;5;Cidades Limpas Novembro;pago;
08/01/2018;veiculacao;TV;normal;ago/17;Binder;1559;Viva;90122315;5.467,72;;863,32;12,95;43,17;5.411,60;44;21/02/2018; nao ; sim ; coorfin ;19/01/2018;6;Relatos Agosto;pago;
08/01/2018;veiculacao;TV;normal;out/17;Binder;1952;Globo News;29753;3.311,70;;522,9;7,84;26,15;3.277,71;45;21/02/2018; nao ; sim ; coorfin ;19/01/2018;7;Relatos Outubro;pago;
09/01/2018;veiculacao;TV;normal;out/17;Binder;1872;Viva;90131121;1.652,29;;260,89;3,91;13,04;1.635,33;45;21/02/2018; nao ; sim ; coorfin ;19/01/2018;7;Relatos Outubro;pago;
09/01/2018;veiculacao;TV;normal;mai/17;Binder;1969;Gànesis;1203;;5.611,27;885,99;13,29;44,3;5.553,68;48;21/02/2018; nao ; sim ; coorfin ;19/01/2018;8;Dicas Economia agua - Maio;pago;
10/01/2018;veiculacao;Cinema;normal;jun/17;Binder;1581;Multicine Cinemas;58;;9.120,00;1.440,00;21,6;72;9.026,40;48;21/02/2018; nao ; sim ; coorfin ;19/01/2018;8;Dicas Economia agua - Maio;pago;
10/01/2018;veiculacao;Alternativa;normal;ago/17;Binder;1970;Look Indoor;2803;;26.533,50;4.189,50;62,84;209,48;26.261,18;47;21/02/2018; nao ; sim ; coorfin ;19/01/2018;9;IPTU AGOSTO;pago;
10/01/2018;veiculacao;Alternativa;normal;jul/17;Binder;1525;Look Indoor;2790;;6.982,50;1.102,50;16,54;55,13;6.910,84;49;21/02/2018; nao ; sim ; coorfin ;19/01/2018;10;IPTU JULHO;pago;
22/01/2018;veiculacao;Internet;normal;fev/17;Binder;18544;Portal r7.com;6956;;2.393,99;378;5,67;18,9;2.369,42;63;21/02/2018; nao ; sim ; coorfin ;23/01/2018;11;Uso Racional da agua 2;pago;
22/01/2018;veiculacao;Cinema;normal;jun/17;Binder;1157;Cine Cultura Liberty Mall;60;;4.940,00;780;11,7;39;4.889,30;64;21/02/2018; nao ; sim ; coorfin ;23/01/2018;12;Dicas Economia agua - Maio;pago;
17/01/2018;veiculacao;Alternativa;normal;nov/17;Binder;1948;Look Indoor;124;65.505,33;;10.342,95;155,14;517,15;64.833,04;65;21/02/2018; nao ; sim ; coorfin ;23/01/2018;13;Gestao Res°duos;pago;
16/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1871;de Bras°lia;105048;2.620,86;;413,82;6,21;20,69;2.593,96;66;21/02/2018; nao ; sim ; coorfin ;23/01/2018;15;Publicidade Legal;pago;
16/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1872;Correio Braziliense;96458;1.710,46;;270,08;4,05;13,5;1.692,90;66;21/02/2018; nao ; sim ; coorfin ;23/01/2018;15;Publicidade Legal;pago;
16/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1865;Correio Braziliense;96620;2.487,94;;392,84;5,89;19,64;2.462,41;67;21/02/2018; nao ; sim ; coorfin ;23/01/2018;16;Publicidade Legal;pago;
16/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1866;de Bras°lia;105303;1.241,46;;196,02;2,94;9,8;1.228,72;67;21/02/2018; nao ; sim ; coorfin ;23/01/2018;16;Publicidade Legal;pago;
16/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1867;de Bras°lia;105299;1.241,46;;196,02;2,94;9,8;1.228,72;67;21/02/2018; nao ; sim ; coorfin ;23/01/2018;16;Publicidade Legal;pago;
16/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1868;de Bras°lia;105300;965,58;;152,46;2,29;7,62;955,67;67;21/02/2018; nao ; sim ; coorfin ;23/01/2018;16;Publicidade Legal;pago;
16/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1869;de Bras°lia;105301;2.620,86;;413,82;6,21;20,69;2.593,96;67;21/02/2018; nao ; sim ; coorfin ;23/01/2018;16;Publicidade Legal;pago;
16/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1873;de Bras°lia;105208;1.241,46;;196,02;2,94;9,8;1.228,72;67;21/02/2018; nao ; sim ; coorfin ;23/01/2018;16;Publicidade Legal;pago;
16/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1874;de Bras°lia;105212;1.379,40;;217,8;3,27;10,89;1.365,24;67;21/02/2018; nao ; sim ; coorfin ;23/01/2018;16;Publicidade Legal;pago;
16/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1875;de Bras°lia;105246;1.241,46;;196,02;2,94;9,8;1.228,72;67;21/02/2018; nao ; sim ; coorfin ;23/01/2018;16;Publicidade Legal;pago;
16/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1876;de Bras°lia;105210;5.793,48;;914,76;13,72;45,74;5.734,02;67;21/02/2018; nao ; sim ; coorfin ;23/01/2018;16;Publicidade Legal;pago;
16/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1877;Correio Braziliense;96595;2.487,94;;392,84;5,89;19,64;2.462,41;67;21/02/2018; nao ; sim ; coorfin ;23/01/2018;16;Publicidade Legal;pago;
16/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1878;de Bras°lia;105244;2.069,10;;326,7;4,9;16,34;2.047,86;67;21/02/2018; nao ; sim ; coorfin ;23/01/2018;16;Publicidade Legal;pago;
19/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1870;de Bras°lia;105302;4.965,84;;784,08;11,76;39,2;4.914,87;67;21/02/2018; nao ; sim ; coorfin ;23/01/2018;16;Publicidade Legal;pago;
19/01/2018;veiculacao;Jornal;normal;dez/17;Desigual;1879;de Bras°lia;105209;1.379,40;;217,8;3,27;10,89;1.365,24;67;21/02/2018; nao ; sim ; coorfin ;23/01/2018;16;Publicidade Legal;pago;
30/01/2018;veiculacao;TV;normal;jun/17;Binder;1674;Sportv;90106677;14.726,84;;2.325,29;34,88;116,26;14.575,70;86;21/02/2018; nao ; sim ; coorfin ;08/02/2018;18;Relatos;pago;
30/01/2018;veiculacao;Alternativa;normal;mai/17;Binder;952;Look Indoor;2532;;39.634,74;6.258,12;93,87;312,91;39.227,96;88;21/02/2018; nao ; sim ; coorfin ;08/02/2018;19;Dicas Economia agua - Maio;pago;
21/02/2018;veiculacao;Jornal;Alternativo;nov/17;Binder;2015;SatÇlite;20;;5.928,00;936;14,04;46,8;5.867,16;111;01/03/2018; nao ; sim ; coorfin ;23/02/2018;24;Dicas Economia de agua - Outubro;pago;
21/02/2018;veiculacao;Internet;Alternativo;out/17;Binder;2016;Site agenciasatelite.com.br;66;;1.026,00;162;2,43;8,1;1.015,47;111;01/03/2018; nao ; sim ; coorfin ;23/02/2018;24;Dicas Economia de agua - Outubro;pago;
21/02/2018;veiculacao;TV;normal;jul/17;Binder;2025;Sportv;90110640;9.416,40;;1.486,80;22,3;74,34;9.319,76;112;01/03/2018; nao ; sim ; coorfin ;23/02/2018;25;Relatos;pago;
21/02/2018;veiculacao;TV;normal;out/17;Binder;2023;GNT;90143232;1.460,62;;230,62;3,46;11,53;1.445,63;113;01/03/2018; nao ; sim ; coorfin ;23/02/2018;26;Relatos Outubro;pago;
21/02/2018;veiculacao;TV;normal;nov/17;Binder;2024;Gànesis;1228;32.636,20;;5.153,08;77,3;257,65;32.301,25;114;01/03/2018; nao ; sim ; coorfin ;23/02/2018;27;Relatos Novembro;pago;
21/02/2018;veiculacao;TV;normal;nov/17;Binder;2018;Sportv;90137824;9.171,30;;1.448,10;21,72;72,41;9.077,17;115;01/03/2018; nao ; sim ; coorfin ;23/02/2018;28;Relatos Novembro;pago;
21/02/2018;veiculacao;TV;normal;nov/17;Binder;2019;Multishow;90137823;12.346,20;;1.949,40;29,24;97,47;12.219,49;115;01/03/2018; nao ; sim ; coorfin ;23/02/2018;28;Relatos Novembro;pago;
21/02/2018;veiculacao;TV;normal;nov/17;Binder;2020;Viva;90137822;11.561,74;;1.825,54;27,38;91,28;11.443,08;115;01/03/2018; nao ; sim ; coorfin ;23/02/2018;28;Relatos Novembro;pago;
21/02/2018;veiculacao;TV;normal;nov/17;Binder;2021;GNT;90137821;8.989,61;;1.419,41;21,29;70,97;8.897,35;115;01/03/2018; nao ; sim ; coorfin ;23/02/2018;28;Relatos Novembro;pago;
21/02/2018;veiculacao;TV;normal;nov/17;Binder;2022;Globo News;29321;17.269,22;;2.726,72;40,9;136,34;17.091,98;115;01/03/2018; nao ; sim ; coorfin ;23/02/2018;28;Relatos Novembro;pago;
06/03/2018;veiculacao;Internet;Alternativo;jul/17;Desigual;1984;Site guardiandf.com.br;14;;2.370,06;374,22;5,61;18,71;2.345,74;205;16/03/2018; nao ; sim ; coorfin ;09/03/2018;43;Prevencao Queimadas Julho;pago;
06/03/2018;veiculacao;Internet;normal;abr/17;Desigual;2003;Site outbrain.com;3648;;8.601,30;1.358,10;20,37;67,91;8.513,02;206;16/03/2018; nao ; sim ; coorfin ;09/03/2018;44;IPVA ABRIL;pago;
06/03/2018;veiculacao;Radio;normal;out/17;Desigual;1982;Feliz Fm;1311;12.740,64;;2.011,68;30,18;100,58;12.609,88;207;16/03/2018; nao ; sim ; coorfin ;09/03/2018;45;Programas de Radio Outubro;pago;
06/03/2018;veiculacao;Radio;normal;out/17;Desigual;1983;Feliz Fm;1294;4.632,96;;731,52;10,97;36,58;4.585,41;208;16/03/2018; nao ; sim ; coorfin ;09/03/2018;46;Programas de Radio Sustentacao;pago;
06/03/2018;veiculacao;Jornal;normal;nov/17;Desigual;1970;Valor Econìmico;185;9.530,40;;1.504,80;22,57;75,24;9.432,59;209;16/03/2018; nao ; sim ; coorfin ;09/03/2018;47;Publicidade Legal;pago;
05/03/2018;veiculacao;Internet;Alternativo;out/17;Binder;2037;Site diretodebrasilia.com.br;45;;5.557,50;877,5;13,16;43,88;5.500,46;211;16/03/2018; nao ; sim ; coorfin ;09/03/2018;48;Dicas Economia de agua - Outubro;pago;
07/03/2018;veiculacao;Jornal;normal;nov/17;Desigual;1979;Correio Braziliense;98149;1.399,46;;220,96;3,31;11,05;1.385,10;259;22/03/2018; nao ; sim ; coorfin ;13/03/2018;71;Publicidade Legal;pago;
07/03/2018;veiculacao;Jornal;normal;nov/17;Desigual;1981;Correio Braziliense;98150;2.798,93;;441,94;6,63;22,1;2.770,20;260;22/03/2018; nao ; sim ; coorfin ;13/03/2018;72;Publicidade Legal;pago;
07/03/2018;veiculacao;Alternativa;normal;mai/17;Binder;2014;Elem°dia;16;;18.575,89;2.933,03;44;146,65;18.385,24;261;22/03/2018; nao ; sim ; coorfin ;14/03/2018;76;Dicas Economia agua - Maio;pago;
